TRIAL_NR,NAWL_NR,WORD,WORD_EMO,WORD_LIST,WORD_TYPE,ANSWER,ACC,RT
1,1738,panorama,NEU,TREN,TREN,,,-1
2,276,znaczenie,NEU,TREN,TREN,z,False,0.5316615849733353
1,1650,nazista,NEG,B,new,z,True,0.6660571389948018
2,1427,magia,POS,B,new,m,False,0.5028257149970159
3,1143,głaz,NEU,A,exp,m,True,0.6473036669776775
4,2034,trumna,NEG,A,exp,,,-1
5,753,powódź,NEG,B,new,z,True,1.4493863620446064
